album,year,number,title,lyric,,
,,Red,We Are Never Ever Getting Back Together,"Saying, ""This is it, I've had enough"" 'cause, like",2,2012
,,Red,We Are Never Ever Getting Back Together,We hadn't seen each other in a month,3,2012
,,Red,We Are Never Ever Getting Back Together,When you said you needed space – what<U+203D>,4,2012
,,Red,We Are Never Ever Getting Back Together,Then you come around again and say,5,2012
,,Red,We Are Never Ever Getting Back Together,"""Baby, I miss you and I swear I'm gonna change; trust me""",6,2012
,,Red,We Are Never Ever Getting Back Together,Remember how that lasted for a day?,7,2012
,,Red,We Are Never Ever Getting Back Together,"I say, ""I hate you,"" we break up, you call me, ""I love you""",8,2012
,,Red,We Are Never Ever Getting Back Together,Ooh—ooh—ooh—ooh—ooh,9,2012
,,Red,We Are Never Ever Getting Back Together,We called it off again last night but,10,2012
,,Red,We Are Never Ever Getting Back Together,Ooh—ooh—ooh—ooh—ooh,11,2012
,,Red,We Are Never Ever Getting Back Together,"This time, I'm telling you, I'm telling you",12,2012
,,Red,We Are Never Ever Getting Back Together,"We are never, ever, ever getting back together",13,2012
,,Red,We Are Never Ever Getting Back Together,"We are never, ever, ever getting back together",14,2012
,,Red,We Are Never Ever Getting Back Together,"You go talk to your friends, talk to my friends, talk to me",15,2012
,,Red,We Are Never Ever Getting Back Together,"But we are never, ever, ever, ever getting back together",16,2012
,,Red,We Are Never Ever Getting Back Together,"Like, ever",17,2012
,,Red,We Are Never Ever Getting Back Together,I'm really gonna miss you picking fights and me,18,2012
,,Red,We Are Never Ever Getting Back Together,Falling for it screaming that I'm right and you,19,2012
,,Red,We Are Never Ever Getting Back Together,Would hide away and find your peace of mind,20,2012
,,Red,We Are Never Ever Getting Back Together,With some indie record that's much cooler than mine,21,2012
,,Red,We Are Never Ever Getting Back Together,Ooh—ooh—ooh—ooh—ooh,22,2012
,,Red,We Are Never Ever Getting Back Together,We called it off again last night but,23,2012
,,Red,We Are Never Ever Getting Back Together,Ooh—ooh—ooh—ooh—ooh,24,2012
,,Red,We Are Never Ever Getting Back Together,"This time, I'm telling you, I'm telling you",25,2012
,,Red,We Are Never Ever Getting Back Together,"We are never, ever, ever getting back together",26,2012
,,Red,We Are Never Ever Getting Back Together,"We are never, ever, ever getting back together",27,2012
,,Red,We Are Never Ever Getting Back Together,"You go talk to your friends, talk to my friends, talk to me",28,2012
,,Red,We Are Never Ever Getting Back Together,"But we are never, ever, ever, ever getting back together",29,2012
,,Red,We Are Never Ever Getting Back Together,Ooh—ooh—ooh—ooh—ooh (yeah!),30,2012
,,Red,We Are Never Ever Getting Back Together,Ooh—ooh—ooh—ooh—ooh (yeah!),31,2012
,,Red,We Are Never Ever Getting Back Together,Ooh—ooh—ooh—ooh—ooh (yeah!),32,2012
,,Red,We Are Never Ever Getting Back Together,Oh—oh—oh!,33,2012
,,Red,We Are Never Ever Getting Back Together,"I used to think that we were forever, ever",34,2012
,,Red,We Are Never Ever Getting Back Together,"And I used to say, ""Never say never""",35,2012
,,Red,We Are Never Ever Getting Back Together,"Huh, so he calls me up and he's like, ""I still love you""",36,2012
,,Red,We Are Never Ever Getting Back Together,"And I'm like, ""I just— I mean, this is exhausting, you know?",37,2012
,,Red,We Are Never Ever Getting Back Together,"Like, we are never getting back together, like, ever""",38,2012
,,Red,We Are Never Ever Getting Back Together,"We are never, ever, ever getting back together",39,2012
,,Red,We Are Never Ever Getting Back Together,"We are never, ever, ever getting back together",40,2012
,,Red,We Are Never Ever Getting Back Together,"You go talk to your friends, talk to my friends, talk to me",41,2012
,,Red,We Are Never Ever Getting Back Together,"But we are never, ever, ever, ever getting back together",42,2012
,,Red,We Are Never Ever Getting Back Together,"We— (ooh—ooh—ooh—ooh—ooh, ooh—ooh—ooh—ooh—ooh)",43,2012
,,Red,We Are Never Ever Getting Back Together,—getting back together,44,2012
,,Red,We Are Never Ever Getting Back Together,"We— (ooh—ooh—ooh—ooh—ooh, ooh—ooh—ooh—ooh—ooh)",45,2012
,,Red,We Are Never Ever Getting Back Together,—getting back together,46,2012
,,Red,We Are Never Ever Getting Back Together,"You go talk to your friends, talk to my friends, talk to me (talk to me)",47,2012
,,Red,We Are Never Ever Getting Back Together,"But we are never, ever, ever, ever getting back together",48,2012
,,Red,Stay Stay Stay,I'm pretty sure we almost broke up last night,1,2012
,,Red,Stay Stay Stay,"I threw my phone across the room, at you",2,2012
,,Red,Stay Stay Stay,I was expecting some dramatic turn away but you stay,3,2012
,,Red,Stay Stay Stay,This morning I said we should talk about it,4,2012
,,Red,Stay Stay Stay,'Cause I read you should never leave a fight unresolved,5,2012
,,Red,Stay Stay Stay,That's when you came in wearing a football helmet,6,2012
,,Red,Stay Stay Stay,And said okay let's talk,7,2012
,,Red,Stay Stay Stay,And I said,8,2012
,,Red,Stay Stay Stay,"Stay, stay, stay",9,2012
,,Red,Stay Stay Stay,"I've been loving you for quite some time, time, time",10,2012
,,Red,Stay Stay Stay,"You think that it's funny when I'm mad, mad, mad",11,2012
,,Red,Stay Stay Stay,But I think that it's best if we both stay,12,2012
,,Red,Stay Stay Stay,Before you I'd only dated self-indulgent takers,13,2012
,,Red,Stay Stay Stay,Who took all of their problems out on me,14,2012
,,Red,Stay Stay Stay,But you carry my groceries and now I'm always laughing,15,2012
,,Red,Stay Stay Stay,And I love you because you have given me no choice but to,16,2012
,,Red,Stay Stay Stay,"Stay, stay, stay",17,2012
,,Red,Stay Stay Stay,"I've been loving you for quite some time, time, time",18,2012
,,Red,Stay Stay Stay,"You think that it's funny when I'm mad, mad, mad",19,2012
,,Red,Stay Stay Stay,"But I think that it's best if we both stay, stay, stay, stay",20,2012
,,Red,Stay Stay Stay,"You took the time to memorize me, my fears, my hopes and dreams",21,2012
,,Red,Stay Stay Stay,"I just like hanging out with you, all the time",22,2012
,,Red,Stay Stay Stay,All those times that you didn't leave it's been occurring to me,23,2012
,,Red,Stay Stay Stay,"I'd like to hang out with you, for my whole life",24,2012
,,Red,Stay Stay Stay,"Stay, and I'll be loving you for quite some time",25,2012
,,Red,Stay Stay Stay,"No one else is gonna love me when I get mad, mad, mad",26,2012
,,Red,Stay Stay Stay,"So I think that it's best if we both stay, stay",27,2012
,,Red,Stay Stay Stay,"Stay, stay, stay, stay!",28,2012
,,Red,Stay Stay Stay,"Stay, stay, stay",29,2012
,,Red,Stay Stay Stay,"I've been loving you for quite some time, time, time",30,2012
,,Red,Stay Stay Stay,"You think that it's funny when I'm mad, mad, mad",31,2012
,,Red,Stay Stay Stay,"But I think that it's best if we both stay, stay",32,2012
,,Red,Stay Stay Stay,"Stay, stay, stay, stay!",33,2012
,,Red,Stay Stay Stay,"Stay, stay, stay",34,2012
,,Red,Stay Stay Stay,"I've been loving you for quite some time, time, time",35,2012
,,Red,Stay Stay Stay,"You think that it's funny when I'm mad, mad, mad",36,2012
,,Red,Stay Stay Stay,But I think that it's best if we both stay,37,2012
,,Red,Stay Stay Stay,"(ha-haha-eee, It's so fun)",38,2012
,,Red,The Last Time (Ft. Gary Lightbody),Find myself at your door,1,2012
,,Red,The Last Time (Ft. Gary Lightbody),Just like all those times before,2,2012
,,Red,The Last Time (Ft. Gary Lightbody),I'm not sure how I got there,3,2012
,,Red,The Last Time (Ft. Gary Lightbody),All roads they lead me here,4,2012
,,Red,The Last Time (Ft. Gary Lightbody),I imagine you are home,5,2012
,,Red,The Last Time (Ft. Gary Lightbody),"In your room, all alone",6,2012
,,Red,The Last Time (Ft. Gary Lightbody),And you open your eyes into mine,7,2012
,,Red,The Last Time (Ft. Gary Lightbody),And everything feels better,8,2012
,,Red,The Last Time (Ft. Gary Lightbody),And right before your eyes,9,2012
,,Red,The Last Time (Ft. Gary Lightbody),I'm breaking,10,2012
,,Red,The Last Time (Ft. Gary Lightbody),"No fuss, no reasons why",11,2012
,,Red,The Last Time (Ft. Gary Lightbody),Just you and me,12,2012
,,Red,The Last Time (Ft. Gary Lightbody),(e-he-e-he-e-he-e-he-e-he-e-he-e-he-e-he),13,2012
,,Red,The Last Time (Ft. Gary Lightbody),This is the last time I'm asking you this,14,2012
,,Red,The Last Time (Ft. Gary Lightbody),Put my name at the top of your list,15,2012
,,Red,The Last Time (Ft. Gary Lightbody),This is the last time I'm asking you why,16,2012
,,Red,The Last Time (Ft. Gary Lightbody),You break my heart in the blink of an eye,17,2012
,,Red,The Last Time (Ft. Gary Lightbody),"(eye, eye)",18,2012
,,Red,The Last Time (Ft. Gary Lightbody),You find yourself at my door,19,2012
,,Red,The Last Time (Ft. Gary Lightbody),Just like all those times before,20,2012
,,Red,The Last Time (Ft. Gary Lightbody),You wear your best apology,21,2012
,,Red,The Last Time (Ft. Gary Lightbody),But I was there to watch you leave,22,2012
,,Red,The Last Time (Ft. Gary Lightbody),And all the times I let you in,23,2012
,,Red,The Last Time (Ft. Gary Lightbody),Just for you to go again,24,2012
,,Red,The Last Time (Ft. Gary Lightbody),Disappear when you come back,25,2012
,,Red,The Last Time (Ft. Gary Lightbody),Everything is better,26,2012
,,Red,The Last Time (Ft. Gary Lightbody),And right before your eyes,27,2012
,,Red,The Last Time (Ft. Gary Lightbody),I'm aching,28,2012
,,Red,The Last Time (Ft. Gary Lightbody),"No fuss, nowhere to hide",29,2012
,,Red,The Last Time (Ft. Gary Lightbody),Just you and me,30,2012
,,Red,The Last Time (Ft. Gary Lightbody),(e-he-e-he-e-he-e-he-e-he-e-he-e-he-e-he),31,2012
,,Red,The Last Time (Ft. Gary Lightbody),This is the last time I'm asking you this,32,2012
,,Red,The Last Time (Ft. Gary Lightbody),Put my name at the top of your list,33,2012
,,Red,The Last Time (Ft. Gary Lightbody),This is the last time I'm asking you why,34,2012
,,Red,The Last Time (Ft. Gary Lightbody),You break my heart in the blink of an eye,35,2012
,,Red,The Last Time (Ft. Gary Lightbody),"(eye, eye)",36,2012
,,Red,The Last Time (Ft. Gary Lightbody),Gary Lightbody,37,2012
,,Red,The Last Time (Ft. Gary Lightbody),This is the last time you tell me I've got it wrong,38,2012
,,Red,The Last Time (Ft. Gary Lightbody),This is the last time I say it's been you all along,39,2012
,,Red,The Last Time (Ft. Gary Lightbody),This is the last time I let you in my door,40,2012
,,Red,The Last Time (Ft. Gary Lightbody),"This is the last time, I won't hurt you anymore",41,2012
,,Red,The Last Time (Ft. Gary Lightbody),"Oh-ho, oh-ho, oh-ho, oh-ho",42,2012
,,Red,The Last Time (Ft. Gary Lightbody),"Oh-ho, oh-ho, oh-ho, oh-ho",43,2012
,,Red,The Last Time (Ft. Gary Lightbody),This is the last time I'm asking you this,44,2012
,,Red,The Last Time (Ft. Gary Lightbody),Put my name at the top of your list,45,2012
,,Red,The Last Time (Ft. Gary Lightbody),This is the last time I'm asking you why,46,2012
,,Red,The Last Time (Ft. Gary Lightbody),You break my heart in the blink of an eye,47,2012
,,Red,The Last Time (Ft. Gary Lightbody),Gary Lightbody,48,2012
,,Red,The Last Time (Ft. Gary Lightbody),This is the last time I'm asking you this,49,2012
,,Red,The Last Time (Ft. Gary Lightbody),(This is the last time I'm asking you this),50,2012
,,Red,The Last Time (Ft. Gary Lightbody),Put my name at the top of your list,51,2012
,,Red,The Last Time (Ft. Gary Lightbody),(Put my name at the top of your list),52,2012
,,Red,The Last Time (Ft. Gary Lightbody),This is the last time I'm asking you why,53,2012
,,Red,The Last Time (Ft. Gary Lightbody),(This is the last time I'm asking you why),54,2012
,,Red,The Last Time (Ft. Gary Lightbody),You break my heart in the blink of an eye,55,2012
,,Red,The Last Time (Ft. Gary Lightbody),(You break my heart),56,2012
,,Red,The Last Time (Ft. Gary Lightbody),"This is the last time I'm asking you, last time I'm asking you",57,2012
,,Red,The Last Time (Ft. Gary Lightbody),Last time I'm asking you this,58,2012
,,Red,The Last Time (Ft. Gary Lightbody),"This is the last time I'm asking you, last time I'm asking you",59,2012
,,Red,The Last Time (Ft. Gary Lightbody),Last time I'm asking you this,60,2012
,,Red,The Last Time (Ft. Gary Lightbody),"This is the last time I'm asking you, last time I'm asking you",61,2012
,,Red,The Last Time (Ft. Gary Lightbody),Last time I'm asking you this,62,2012
,,Red,The Last Time (Ft. Gary Lightbody),"This is the last time I'm asking you, last time I'm asking you",63,2012
,,Red,The Last Time (Ft. Gary Lightbody),Last time I'm asking you this,64,2012
,,Red,Holy Ground,I was reminiscing just the other day,1,2012
,,Red,Holy Ground,"While having coffee all alone and Lord, it took me away",2,2012
,,Red,Holy Ground,Back to a first-glance feeling on New York time,3,2012
,,Red,Holy Ground,Back when you fit my poems like a perfect rhyme,4,2012
,,Red,Holy Ground,"Took off faster than a green light, go",5,2012
,,Red,Holy Ground,"Hey, you skip the conversation when you already know",6,2012
,,Red,Holy Ground,I left a note on the door with a joke we'd made,7,2012
,,Red,Holy Ground,And that was the first day,8,2012
,,Red,Holy Ground,"And darling, it was good never looking down",9,2012
,,Red,Holy Ground,And right there where we stood was holy ground,10,2012
,,Red,Holy Ground,Spinning like a girl in a brand new dress,11,2012
,,Red,Holy Ground,We had this big wide city all to ourselves,12,2012
,,Red,Holy Ground,We blocked the noise with the sound of 'I need you',13,2012
,,Red,Holy Ground,And for the first time I had something to lose,14,2012
,,Red,Holy Ground,And I guess we fell apart in the usual way,15,2012
,,Red,Holy Ground,And the story's got dust on every page,16,2012
,,Red,Holy Ground,But sometimes I wonder how you think about it now,17,2012
,,Red,Holy Ground,And I see your face in every crowd,18,2012
,,Red,Holy Ground,"'Cause darling, it was good never looking down",19,2012
,,Red,Holy Ground,And right there where we stood was holy ground,20,2012
,,Red,Holy Ground,Tonight I'm gonna dance for all that we've been through,21,2012
,,Red,Holy Ground,But I don't wanna dance if I'm not dancing with you,22,2012
,,Red,Holy Ground,Tonight I'm gonna dance like you were in this room,23,2012
,,Red,Holy Ground,But I don't wanna dance if I'm not dancing with you,24,2012
,,Red,Holy Ground,It was good never looking down,25,2012
,,Red,Holy Ground,And right there where we stood was holy ground,26,2012
,,Red,Holy Ground,Tonight I'm gonna dance for all that we've been through,27,2012
,,Red,Holy Ground,But I don't wanna dance if I'm not dancing with you,28,2012
,,Red,Holy Ground,Tonight I'm gonna dance like you were in this room,29,2012
,,Red,Holy Ground,But I don't wanna dance if I'm not dancing with you,30,2012
,,Red,Sad Beautiful Tragic,"Long handwritten note, deep in your pocket",1,2012
,,Red,Sad Beautiful Tragic,"Words, how little they mean, when you're a little too late",2,2012
,,Red,Sad Beautiful Tragic,"I stood right by the tracks, your face in a locket",3,2012
,,Red,Sad Beautiful Tragic,"Good girls, hopeful they'll be and long they will wait",4,2012
,,Red,Sad Beautiful Tragic,We had a beautiful magic love there,5,2012
,,Red,Sad Beautiful Tragic,What a sad beautiful tragic love affair,6,2012
,,Red,Sad Beautiful Tragic,"In dreams, I meet you in warm conversation",7,2012
,,Red,Sad Beautiful Tragic,"We both wake in lonely beds, different cities",8,2012
,,Red,Sad Beautiful Tragic,And time is taking its sweet time erasing you,9,2012
,,Red,Sad Beautiful Tragic,And you've got your demons and darling they all look like me,10,2012
,,Red,Sad Beautiful Tragic,We had a beautiful magic love there,11,2012
,,Red,Sad Beautiful Tragic,What a sad beautiful tragic love affair,12,2012
,,Red,Sad Beautiful Tragic,"Distance, timing, breakdown, fighting",13,2012
,,Red,Sad Beautiful Tragic,"Silence, the train runs off its tracks",14,2012
,,Red,Sad Beautiful Tragic,"Kiss me, try to fix it, could you just try to listen?",15,2012
,,Red,Sad Beautiful Tragic,"Hang up, give up, and for the life of us we can't get back",16,2012
,,Red,Sad Beautiful Tragic,We had a beautiful magic love there,17,2012
,,Red,Sad Beautiful Tragic,What a sad beautiful tragic love affair,18,2012
,,Red,Sad Beautiful Tragic,We had a beautiful magic love there,19,2012
,,Red,Sad Beautiful Tragic,What a sad beautiful tragic love affair,20,2012
,,Red,Sad Beautiful Tragic,We had a beautiful magic love there,21,2012
,,Red,Sad Beautiful Tragic,What a sad beautiful tragic love affair,22,2012
,,Red,The Lucky One,New to town with a made up name,1,2012
,,Red,The Lucky One,"In the angel city, chasing fortune and fame",2,2012
,,Red,The Lucky One,"And the camera flashes, make it look like a dream",3,2012
,,Red,The Lucky One,You had it figured out since you were in school,4,2012
,,Red,The Lucky One,"Everybody loves pretty, everybody loves cool",5,2012
,,Red,The Lucky One,So overnight you look like a sixties' queen,6,2012
,,Red,The Lucky One,"Another name goes up in lights, like diamonds in the sky",7,2012
,,Red,The Lucky One,"And they'll tell you now, you're the lucky one",8,2012
,,Red,The Lucky One,"Yeah, they'll tell you now, you're the lucky one",9,2012
,,Red,The Lucky One,"But can you tell me now, you're the lucky one, oh, oh, oh",10,2012
,,Red,The Lucky One,"Now it's big black cars, and Riviera views",11,2012
,,Red,The Lucky One,And your lover in the foyer doesn't even know you,12,2012
,,Red,The Lucky One,And your secrets end up splashed on the news front page,13,2012
,,Red,The Lucky One,And they tell you that you're lucky,14,2012
,,Red,The Lucky One,But you're so confused,15,2012
,,Red,The Lucky One,"Cause you don't feel pretty, you just feel used",16,2012
,,Red,The Lucky One,And all the young things line up to take your place,17,2012
,,Red,The Lucky One,Another name goes up in lights,18,2012
,,Red,The Lucky One,You wonder if you'll make it out alive,19,2012
,,Red,The Lucky One,"And they'll tell you now, you're the lucky one",20,2012
,,Red,The Lucky One,"Yeah, they'll tell you now, you're the lucky one",21,2012
,,Red,The Lucky One,"But can you tell me now, you're the lucky one, oh, oh, oh",22,2012
,,Red,The Lucky One,"It was a few years later, I showed up here",23,2012
,,Red,The Lucky One,And they still tell the legend of how you disappeared,24,2012
,,Red,The Lucky One,"How you took the money and your dignity, and got the hell out",25,2012
,,Red,The Lucky One,They say you bought a bunch of land somewhere,26,2012
,,Red,The Lucky One,Chose a rose garden over Madison Square,27,2012
,,Red,The Lucky One,"And it took some time, but I understand it now",28,2012
,,Red,The Lucky One,"‘Cause now my name is up in lights, but I think you got it right",29,2012
,,Red,The Lucky One,"Let me tell you now, you're the lucky one",30,2012
,,Red,The Lucky One,"Let me tell you now, you're the lucky one",31,2012
,,Red,The Lucky One,"Let me tell you now, you're the lucky one, oh, oh, oh",32,2012
,,Red,The Lucky One,"And they'll tell you now, you're the lucky one",33,2012
,,Red,The Lucky One,"Yeah, they'll tell you now, you're the lucky one",34,2012
,,Red,The Lucky One,"And they'll tell you now, you're the lucky one, oh, oh, oh",35,2012
,,Red,The Lucky One,"Oh, whoa, oh, oh",36,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),All I knew this morning when I woke,1,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"Is I know something now, know something now I didn't before",2,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),And all I've seen since 18 hours ago is green eyes and freckles and your smile,3,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),In the back of my mind making me feel like,4,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),I just want to know you better,5,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"Know you better, know you better now",6,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),I just want to know you better,7,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"Know you better, know you better now",8,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),I just want to know you better,9,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"Know you better, know you better now",10,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"I just want to know you, know you, know you",11,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),'Cause all I know is we said hello,12,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),And your eyes look like coming home,13,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"All I know is a simple name, everything has changed",14,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),All I know is you held the door,15,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),You'll be mine and I'll be yours,16,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),All I know since yesterday is everything has changed,17,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),Taylor Swift,18,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),And all my walls stood tall painted blue,19,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),And I'll take them down,20,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),Take them down and open up the door for you,21,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),And all I feel in my stomach is butterflies,22,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"The beautiful kind, making up for lost time",23,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"Taking flight, making me feel like",24,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),I just want to know you better,25,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"Know you better, know you better now",26,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),I just want to know you better,27,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"Know you better, know you better now",28,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),I just want to know you better,29,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"Know you better, know you better now",30,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"I just want to know you, know you, know you",31,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),'Cause all I know is we said hello,32,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),And your eyes look like coming home,33,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"All I know is a simple name, everything has changed",34,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),All I know is you held the door,35,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),You'll be mine and I'll be yours,36,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),All I know since yesterday is everything has changed,37,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),Come back and tell me why,38,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),I'm feeling like i've missed you all this time,39,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),And meet me there tonight,40,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),And let me know that it's not all in my mind,41,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),I just want to know you better,42,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"Know you better, know you better now",43,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"I just want to know you, know you, know you",44,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),'Cause all I know is we said hello,45,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),And your eyes look lIke coming home,46,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"All I know is a simple name, everything has changed",47,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),All I know is you held the door,48,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),You'll be mine and I'll be yours,49,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),All I know since yesterday is everything has changed,50,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),All I know is we said hello,51,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),So dust off your highest hopes,52,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),All I know is pouring rain,53,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),And everything has changed,54,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),All I know is a new found grace,55,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),"All my days, I'll know your face",56,2012
,,Red,Everything Has Changed (Ft. Ed Sheeran),All I know since yesterday is everything has changed,57,2012
,,Red,Starlight,"I said, ""Oh my, what a marvelous tune""",1,2012
,,Red,Starlight,"It was the best night, never would forget how we moved",2,2012
,,Red,Starlight,The whole place was dressed to the nines,3,2012
,,Red,Starlight,"And we were dancing, dancing",4,2012
,,Red,Starlight,Like we're made of starlight,5,2012
,,Red,Starlight,Like we're made of starlight,6,2012
,,Red,Starlight,"I met Bobby on the boardwalk, summer of '45",7,2012
,,Red,Starlight,"Picked me up, late one night at the window",8,2012
,,Red,Starlight,"We were 17 and crazy, running wild, wild",9,2012
,,Red,Starlight,Can't remember what song it was playing when we walked in,10,2012
,,Red,Starlight,The night we snuck into a yacht club party,11,2012
,,Red,Starlight,Pretending to be a duchess and a prince,12,2012
,,Red,Starlight,"And I said, ""Oh my, what a marvelous tune""",13,2012
,,Red,Starlight,"It was the best night, never would forget how we moved",14,2012
,,Red,Starlight,The whole place was dressed to the nines,15,2012
,,Red,Starlight,"And we were dancing, dancing",16,2012
,,Red,Starlight,"Like we're made of starlight, starlight",17,2012
,,Red,Starlight,"Like we're made of starlight, starlight",18,2012
,,Red,Starlight,"He said, ""Look at you worrying too much about things you can't change",19,2012
,,Red,Starlight,"You'll spend your whole life singing the blues if you keep thinking that way""",20,2012
,,Red,Starlight,He was trying to skip rocks on the ocean saying to me,21,2012
,,Red,Starlight,"""Don't you see the starlight, starlight?",22,2012
,,Red,Starlight,"Don't you dream impossible things?""",23,2012
,,Red,Starlight,"Like, ""Oh my, what a marvelous tune""",24,2012
,,Red,Starlight,"It was the best night, never would forget how we moved",25,2012
,,Red,Starlight,The whole place was dressed to the nines,26,2012
,,Red,Starlight,"And we were dancing, dancing",27,2012
,,Red,Starlight,"Like we're made of starlight, starlight",28,2012
,,Red,Starlight,"Like we're made of starlight, starlight",29,2012
,,Red,Starlight,"Ooh, ooh, he's talking crazy",30,2012
,,Red,Starlight,"Ooh, ooh, dancing with me",31,2012
,,Red,Starlight,"Ooh, ooh, we could get married",32,2012
,,Red,Starlight,Have ten kids and teach 'em how to dream,33,2012
,,Red,Starlight,"Oh my, what a marvelous tune",34,2012
,,Red,Starlight,"It was the best night, never would forget how we moved",35,2012
,,Red,Starlight,The whole place was dressed to the nines,36,2012
,,Red,Starlight,"And we were dancing, dancing",37,2012
,,Red,Starlight,"Like we're made of starlight, starlight",38,2012
,,Red,Starlight,"Like we're made of starlight, starlight",39,2012
,,Red,Starlight,"Like we're made of starlight, starlight",40,2012
,,Red,Starlight,Like we dream impossible dreams,41,2012
,,Red,Starlight,"Like starlight, starlight",42,2012
,,Red,Starlight,Like we dream impossible dreams,43,2012
,,Red,Starlight,"Don't you see the starlight, starlight?",44,2012
,,Red,Starlight,Don't you dream impossible things?,45,2012
,,Red,Begin Again,Took a deep breath in the mirror,1,2012
,,Red,Begin Again,He didn't like it when I wore high heels,2,2012
,,Red,Begin Again,But I do,3,2012
,,Red,Begin Again,Turn the lock and put my headphones on,4,2012
,,Red,Begin Again,"He always said he didn't get this song but I do, I do",5,2012
,,Red,Begin Again,Walked in expecting you'd be late,6,2012
,,Red,Begin Again,But you got here early and you stand and wave,7,2012
,,Red,Begin Again,I walk to you,8,2012
,,Red,Begin Again,You pull my chair out and help me in,9,2012
,,Red,Begin Again,And you don't know how nice that is but I do,10,2012
,,Red,Begin Again,And you throw your head back laughing like a little kid,11,2012
,,Red,Begin Again,I think it's strange that you think I'm funny 'cause he never did,12,2012
,,Red,Begin Again,I've been spending the last eight months,13,2012
,,Red,Begin Again,Thinking all love ever does is break and burn and end,14,2012
,,Red,Begin Again,"But on a Wednesday in a cafe, I watched it begin again",15,2012
,,Red,Begin Again,You said you never met one girl who,16,2012
,,Red,Begin Again,Had as many James Taylor records as you,17,2012
,,Red,Begin Again,But I do,18,2012
,,Red,Begin Again,We tell stories and you don't know why I'm coming off a little shy,19,2012
,,Red,Begin Again,But I do,20,2012
,,Red,Begin Again,And you throw your head back laughing like a little kid,21,2012
,,Red,Begin Again,I think it's strange that you think I'm funny 'cause he never did,22,2012
,,Red,Begin Again,I've been spending the last eight months,23,2012
,,Red,Begin Again,Thinking all love ever does is break and burn and end,24,2012
,,Red,Begin Again,"But on a Wednesday in a cafe, I watched it begin again",25,2012
,,Red,Begin Again,"And we walked down the block, to my car",26,2012
,,Red,Begin Again,And I almost brought him up,27,2012
,,Red,Begin Again,But you start to talk about the movies,28,2012
,,Red,Begin Again,That your family watches every single Christmas,29,2012
,,Red,Begin Again,And I want to talk about that,30,2012
